Unnamed: 0,nom,desc,accroche,visuel,producteur,contenance,deg_alcool,pays,region,appellation,millesime,accords,gout,caractere,couleur,temp_serv,type_produit,bio,prix,reco1,reco2,reco3,reco4,local_visuel
25,Minuty Prestige Rosé 2024,"Élégance, finesse et intensité aromatique définissent Minuty Prestige Rosé 2024, un vin emblématique qui incarne le savoir-faire et lexcellence de la maison Minuty. Ce rosé dexception séduit par sa complexité et sa fraîcheur éclatante. Sa robe pâle aux reflets brillants annonce un nez subtil et expressif, où sentremêlent des arômes dagrumes, de fruits à chair blanche et de fleurs délicates. En bouche, lattaque est franche et équilibrée, révélant une belle profondeur et une texture soyeuse. Lensemble est soutenu par une belle vivacité et une finale longue et rafraîchissante.","Un rosé raffiné et éclatant, signature du savoir-faire Minuty.",97432-fine_default/minuty-prestige-rose-2024.png,Minuty,0.75,12.5,France,Provence-Alpes-Côte d'Azur,Côtes de Provence,2024,"['Apéritif', 'Entrée', 'Charcuterie', 'Poisson', 'Barbecue', 'Cuisine du monde', 'Fromage']","Bouche puissante et équilibrée, aux notes d'agrumes et de fruits rouges, le tout souligné par une agréable minéralité",Rosé de gastronomie,Rosé,8-10°C,Vin,,18.3,MiP Classic 2024 - Domaine des Diables,Rosé 2024 - Domaine la Rose des Vents,Sunrose - Pays d'Oc 2024,L'Été Gascon Rosé 2024 - Domaine Pellehaut,images/00025.png
26,Rosé 2024 - Domaine la Rose des Vents,"Sa robe rose pâle, presque cristalline, attire immédiatement l'œil. Le nez souvre sur un bouquet complexe de fruits rouges frais, avec des touches de fraise et de cerise, ainsi que des nuances délicates dagrumes. En bouche, ce rosé révèle une belle vivacité, accompagnée dune texture soyeuse et dune finale fruitée et rafraîchissante, idéale pour accompagner vos moments conviviaux.",Le Rosé 2024 du Domaine La Rose des Vents est un vin raffiné et vibrant.,95031-fine_default/rose-2024-domaine-la-rose-des-vents.png,Domaine la Rose des Vents,0.75,13.0,France,Provence-Alpes-Côte d'Azur,Coteaux Varois,2024,"['Apéritif', 'Coquillage & Crustacé', 'Barbecue', 'Cuisine du monde', 'Fromage', 'Dessert fruité']","Bouche ronde, fraîche et gourmande",Rosé d'apéritif,Rosé,8-12°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",11.2,MiP Classic 2024 - Domaine des Diables,Minuty Prestige Rosé 2024,Sunrose - Pays d'Oc 2024,Peyrassol Méditerranée 2024,images/00026.png
27,MiP Classic 2024 - Domaine des Diables,"Le MiP Classic Rosé 2024, produit phare du Domaine des Diables, est l'incarnation même des rosés de Provence. Avec son style moderne, ses arômes délicats et sa fraîcheur incomparable, il séduit aussi bien les connaisseurs que les amateurs de vins élégants et accessibles. Toujours fin, aérien et raffiné, ce grand séducteur saura combler vos papilles ! Il est depuis plus de 15 ans la référence des vins rosés de Provence ! Ses notes intenses et gourmandes de fruits rouges et d'agrumes en font le compagnon incontournable de vos barbecues branchés de cet été.","Avec sa fraîcheur, ses arômes raffinés et son style moderne, Le MiP Classic Rosé 2024 est bien plus quun simple vin rosé : cest une invitation à vivre lexpérience unique de la Provence.",95204-fine_default/mip-classic-2024-domaine-des-diables.png,Domaine des Diables,0.75,12.5,France,Provence-Alpes-Côte d'Azur,Côtes de Provence,2024,"['Apéritif', 'Entrée', 'Poisson', 'Barbecue']",Vin tout en finesse.,Rosé de repas,Rosé,10-12°C,Vin,,13.2,Minuty Prestige Rosé 2024,Rosé 2024 - Domaine la Rose des Vents,Sunrose - Pays d'Oc 2024,Peyrassol Méditerranée 2024,images/00027.png
28,"Prosecco DOC ""il Vino Dei Poeti"" - Bottega","De couleur jaune paille aux reflets dorés et avec un perlage fin et résistant, le Prosecco DOC Il Vino Dei Poeti révèle aux nez de belles notes fruitées de verger comme la pomme et la pêche ainsi que des senteurs dagrumes et des notes florales sur lacacia et la glycine. En bouche, la sensation des bulles est délicate et fraiche. L'acidité et la souplesse se fondent d'une façon harmonieuse. Terriblement séduisant !",On ne devient pas le plus grand nom de l'appellation Prosecco par hasard... Harmonie et fraicheur pour cette bulle délicate et douce... Benvenuto nella dolce vita !,51238-fine_default/prosecco-doc-il-vino-dei-poeti-bottega.png,Bottega,0.75,11.0,Italie,Vénétie,Prosecco,,"['Apéritif', 'Poisson', 'Cuisine du monde']","Frais, délicat, équilibré. l’acidité et la souplesse se fondent d’une façon harmonieuse.",Vin Effervescent,Blanc,6-8°C,Effervescent,,11.9,Moscato Spumante Dolce - Petalo Il Vino dell'Amore - Bottega,Crémant de Bourgogne Brut Blanc - Cuvée Signature - Veuve Ambal,Prosecco DOC Extra Dry Bio - Savian,Moscato d'Asti 2024 - le Filere - Vallebelbo,images/00028.png
29,Château Pierron 2019,"Le Château Pierron faisait partie à l'époque d'un petit hameau aujourd'hui disparu. Il est caractérisé par des rendements maîtrisés, une vendange saine et une bonne maturité. D'une couleur rouge intense aux reflets rubis, il dégage des arômes de fruits mûrs, de fruits rouges. En bouche, c'est un vin facile à boire, sur le fruit et la fraicheur tout en ayant une belle expression de maturité. A ce prix et avec autant d'atouts, ce Château Pierron 2019 est l'affaire à ne PAS manquer pour vos repas du quotidien !","Récompensé par le Guide Hachette, ce Château Pierron 2019 est un ""petit"" Bordeaux au rapport qualité-prix incroyable !",70275-fine_default/chateau-pierron-2019.png,Château Pierron,0.75,12.5,France,Bordeaux,Bordeaux,2019,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Gibier', 'Fromage']","Léger, fruité, tanins souples",Rouge Léger et fruité,Rouge,16-18°C,Vin,,5.65,Rioja Reserva Licenciado 2019 - Bodegas Burgo Viejo,Constance 2019 - Thunevin-Calvet,Château d'Arcins 2019 - Cru Bourgeois,Château Haut Rocher 2019,images/00029.png
30,Brouilly - Les Clochers 2023 - Vignerons de Bel Air,"100 Gamay gourmand, ce Brouilly charmeur et rempli de fruits est une vraie pépite ! Servi bien frais, il se révèlera être un atout majeur pour sublimer apéritifs, tapas ou autres grillades dont vous profiterez au soleil cet été ! Un Beaujolais moderne tout en gourmandise... Succès garanti auprès de vos convives !","Attaque franche, bel équilibre et tanins soyeux, tout est au rendez-vous pour sublimer vos repas !",98409-fine_default/brouilly-les-clochers-2023-vignerons-de-bel-air.png,Vignerons de Bel Air,0.75,13.5,France,Beaujolais,Brouilly,2023,"['Apéritif', 'Charcuterie', 'Viande rouge', 'Viande blanche', 'Barbecue', 'Cuisine du monde', 'Fromage']",Attaque franche et fraîche. Un vin très rond avec des tanins discrets.,Rouge Charnu et fruité,Rouge,14-16°C,Vin,,11.5,Bad Angel - Cabernet Sauvignon 2023 - Vignobles Vellas,Ylirum 2023 - Vega Demara,Passo Del Sud Negroamaro Primitivo 2023 - Tagaro,Côteaux Bourguignons - la Grande Cadole 2023 - Vignerons de Bel Air,images/00030.png
31,Chardonnay 2023 - Grande Réserve  - Maison Castel,"Maison Castel met un point d'honneur à sélectionner les meilleures parcelles pour chacune de ces réalisations. La cuvée Grande Réserve est séduisante par son aromatique intense sur des notes de fruits exotiques et une bouche onctueuse et fraiche, patinée par une finale légèrement vanillée. Cépage blanc de renommée internationale, le Chardonnay se révèle avec singularité dans les terroirs du Pays d'Oc, permettant d'affirmer une personnalité aromatique forte, riche et complexe à la fois. Grande Réserve Chardonnay, la plus belle expression de son cépage !",Le savoir faire de la Maison Castel à l'œuvre pour ce Chardonnay : une maîtrise parfaite des qualités !,97175-fine_default/chardonnay-2023-grande-reserve-maison-castel.png,Maison Castel,0.75,13.5,France,Languedoc-Roussillon,Pays d'Oc,2023,"['Apéritif', 'Entrée', 'Poisson', 'Viande blanche', 'Fromage']","Généreuse et fraîche, on retrouve les notes de fruits exotiques mais aussi des notes de vanille et de brioche",Blanc Sec souple et fruité,Blanc,8-10°C,Vin,,6.9,Chardonnay Viognier 2023 - Auzias,Petit Chablis 2023 - Closerie des Alisiers,Mâcon Villages 2023 - Domaine des Côteaux Val Lamartinien - Closerie des Alisiers,Morillon Blanc 2023 - Jeff Carrel,images/00031.png
32,Bad Angel - Cabernet Sauvignon 2023 - Vignobles Vellas,"Ce Cabernet Sauvignon vendangé à pleine maturité, vous séduira peut être par son étiquette décalée, mais surtout par ses arômes complexes de fruits noirs mûrs, d'épices et ses notes de vanille et de cacao. La bouche est intense et gouleyante, plutôt corsée. Une rencontre charmante qui accompagnera parfaitement une belle pièce de viande grillée et fromages affinés !","A la fois décalé et décomplexé avec son style unique, mais aussi sérieux et corsé. C'est le délicieux paradoxe de ce vin qu'il faut absolument découvrir !",90472-fine_default/bad-angel-cabernet-sauvignon-2023-vignobles-vellas.png,Vignobles Vellas,0.75,14.5,France,Languedoc-Roussillon,Pays d'Oc,2023,"['Apéritif', 'Charcuterie', 'Viande rouge', 'Apéritif', 'Viande blanche', 'Charcuterie', 'Champignon', 'Viande rouge', 'Cuisine du monde', 'Viande blanche', 'Fromage', 'Champignon', 'Cuisine du monde', 'Fromage']",Bouche ronde et puissante.,Rouge Léger et fruité,Rouge,16-18°C,Vin,,8.9,Brouilly - Les Clochers 2023 - Vignerons de Bel Air,Ylirum 2023 - Vega Demara,Côteaux Bourguignons - la Grande Cadole 2023 - Vignerons de Bel Air,Passo Del Sud Negroamaro Primitivo 2023 - Tagaro,images/00032.png
33,Peyrassol Méditerranée 2024,"Réputée pour son savoir-faire, la maison Peyrassol signe un rosé gourmand et rafraîchissant, parfait pour les beaux jours. Dune robe pâle et lumineuse, ce vin dévoile un nez expressif mêlant fruits rouges croquants, pêche blanche et une touche dagrumes. En bouche, lattaque est vive et désaltérante, soutenue par une belle minéralité et une finale tout en finesse. Un incontournable pour des moments de convivialité ensoleillés",Lélégance de la Provence dans votre verre,97683-fine_default/peyrassol-mediterranee-2024.png,Peyrassol,0.75,12.5,France,Provence-Alpes-Côte d'Azur,Méditerranée,2024,"['Apéritif', 'Entrée', 'Cuisine du monde']","Rafraîchissant, fruité, intense, vif, frais",Rosé d'apéritif,Rosé,10-12°C,Vin,['Certifié Eurofeuille'],9.8,MiP Classic 2024 - Domaine des Diables,N°6 - Rosé 2024 - UBY,Rosé 2024 - Domaine la Rose des Vents,Minuty Prestige Rosé 2024,images/00033.png
34,N°2 - Chardonnay - Chenin Blanc  2024 - UBY,"Arborant une belle robe jaune brillante, la cuvée N2 s'ouvre sur de belles notes de fleurs blanches et de fruits jaunes pêche, poire. En bouche, le vin est raffiné et offre une belle fraîcheur et des arômes jusqu'à la finale rafraîchissante et persistante.","Issue d'un assemblage judicieux, cette cuvée N2 est pleine de gourmandises !",96810-fine_default/n2-chardonnay-chenin-blanc-2024-uby.png,UBY,0.75,11.5,France,Sud-Ouest,Côtes de Gascogne,2024,"['Apéritif', 'Entrée', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Fromage', 'Dessert fruité']","Fraîcheur, souple, belle longueur",Blanc Sec souple et fruité,Blanc,10°C,Vin,,7.9,Le Pigeonnier Blanc 2024 - Cave de Pazac,L'Été Gascon Blanc 2024 - Domaine Pellehaut,N°1 - Sauvignon Blanc  2024 - UBY,Réserve Blanc 2024 - Château Lamothe-Vincent,images/00034.png
35,Chardonnay Viognier 2023 - Auzias,"Que rajouter de plus ? Cet assemblage judicieux 60 Chardonnay 40 Viognier propose un vin expressif, rond et tout en fraîcheur Impossible de faire de fausse note auprès de vos convives en leur faisant découvrir cette cuvée ! Et tout ça sans se ruiner bien sûr !",Le chardonnay et le viognier forment un duo de choc dans une cuvée pleine de peps et de fraîcheur!,85563-fine_default/chardonnay-viognier-2023-auzias.png,Maison Auzias,0.75,13.0,France,Languedoc-Roussillon,Carcassonne,2023,"Apéritif, Poisson, Coquillage & Crustacé, Viande blanche, Volaille, Fromage, Dessert fruité","En bouche, le Viognier apporte de la structure et de la rondeur, tandis que le Chardonnay apporte de la fraîcheur.",Blanc Sec souple et fruité,Blanc,10-12°C,Vin,,9.0,Chardonnay 2023 - Grande Réserve  - Maison Castel,Petit Chablis 2023 - Closerie des Alisiers,Mâcon Villages 2023 - Domaine des Côteaux Val Lamartinien - Closerie des Alisiers,Viognier 2023 - Grande Réserve - Maison Castel,images/00035.png
36,Le Pigeonnier Blanc 2024 - Cave de Pazac,"En dégustation, tout le monde s'accorde à dire que nous faisons face à une véritable pépite de la cave de Pazac. On ne démentira pas ! Au nez, superbe fraîcheur : des fleurs blanches, des fruits blancs frais. En bouche, un beau volume et une grande persistance... On ne peux qu'approuver son rapport qualitéprix irréprochable !",Le Pigeonnier rouge est votre Costière de Nîmes préféré ! Leur blanc suit le même chemin : le plaisir au meilleur prix !,97692-fine_default/le-pigeonnier-blanc-2024-cave-de-pazac.png,Cave de Pazac,0.75,13.0,France,Rhône,Costières de Nîmes,2024,"['Apéritif', 'Entrée', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Fromage']","Équilibré, fin et élégant, on retrouve ces notes fruitées, avec une jolie acidité en fin de bouche.",Blanc Sec souple et fruité,Blanc,8-12°C,Vin,,8.5,N°2 - Chardonnay - Chenin Blanc  2024 - UBY,L'Été Gascon Blanc 2024 - Domaine Pellehaut,N°1 - Sauvignon Blanc  2024 - UBY,Réserve Blanc 2024 - Château Lamothe-Vincent,images/00036.png
37,L'Été Gascon Blanc 2024 - Domaine Pellehaut,"Situé à 180 m d'altitude, le vignoble du Domaine de Pellehaut bénéficie dun terroir dexception, dun ensoleillement généreux et dun savoir-faire transmis depuis près de quatre siècles. Le millésime 2024 se distingue par sa richesse et son caractère, véritable dessert en bouche, alliant arômes de fruits exotiques, douceur, tonicité et fraîcheur. Cet équilibre parfait fera merveille lors de vos repas de fêtes, apéritifs ou desserts, offrant une expérience gustative unique à un prix tout aussi exceptionnel.","Un millésime dexception, où douceur, fraîcheur et fruits exotiques se mêlent pour sublimer vos moments festifs.",97658-fine_default/l-ete-gascon-blanc-2024-domaine-pellehaut.png,Domaine Pellehaut,0.75,10.5,France,Sud-Ouest,Côtes de Gascogne,2024,"['Apéritif', 'Foie gras', 'Fromage', 'Dessert fruité']","Saveurs d'abricot, de pêche, ananas frais","Blanc Demi-sec, moelleux et liquoreux",Blanc,10-12°C,Vin,,9.55,Le Pigeonnier Blanc 2024 - Cave de Pazac,N°2 - Chardonnay - Chenin Blanc  2024 - UBY,N°1 - Sauvignon Blanc  2024 - UBY,Réserve Blanc 2024 - Château Lamothe-Vincent,images/00037.png
38,Narassa 2022 - Domaine Lafage,"Après le rachat d'une parcelle, le domaine découvre quelques rangs de vignes oubliées, initialement destinés à faire du Maury doux. Lafage décide de profiter de la surmaturité des raisins pour en faire un vin sec assemblé avec de la syrah, qui possède un profil aromatique original et complexe. Le nez et la bouche sont marqués par des arômes de fruits mûrs et des notes épicées. La bouche est dense et puissante mais les tanins sont semblable à du velours et la finale est élégante.",La cuvée qui devient coup de coeur de nos clients à chaque millésime !,90963-fine_default/narassa-2022-domaine-lafage.png,Domaine Lafage & Château Saint-Roch By Jean-Marc Lafage,0.75,15.0,France,Languedoc-Roussillon,Côtes Catalanes,2022,"['Charcuterie', 'Viande rouge', 'Gibier']",Bouche ample et corsé avec des tanins soyeux et légers. Une forte richesse aromatique et une finale fraîche.,Rouge Charnu et fruité,Rouge,14-16°C,Vin,,16.5,Crozes-Hermitage - Nobles Rives 2022 - Cave de Tain,Château Beaumont - Les Pierrières 2022,Triplico Multiplo 2022 - Botter,Château Moulin Bellegrave 2022,images/00038.png
39,Petit Chablis 2023 - Closerie des Alisiers,"Une fois en bouche, cest une explosion de fraîcheur ! Ses arômes complexes et délicats, alliant pomme verte et citron, révèlent la finesse et la subtilité de ce vin. La finale minérale rafraîchissante ajoute une touche d'élégance à chaque gorgée, témoignage de la qualité de ce Petit Chablis produit sur les meilleurs terroirs de la région. Cest rond avec des saveurs parfaitement équilibrées : à découvrir sans plus attendre !","Si vous êtes à la recherche une expérience gustative unique, pour célébrer un moment spécial ou tout simplement pour vous faire plaisir, le Petit Chablis 2023 est la réponse à vos attentes !",85993-fine_default/petit-chablis-2023-closerie-des-alisiers.png,Stephane Brocard - la Closerie des Alisiers,0.75,12.5,France,Bourgogne,Petit Chablis,2023,"['Apéritif', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille']","Une bouche vive et légère, bien équilibrée et soutenue par une pointe d'acidité.",Blanc Sec souple et fruité,Blanc,8-12°C,Vin,,16.5,Chardonnay Viognier 2023 - Auzias,Chardonnay 2023 - Grande Réserve  - Maison Castel,Mâcon Villages 2023 - Domaine des Côteaux Val Lamartinien - Closerie des Alisiers,Viognier 2023 - Grande Réserve - Maison Castel,images/00039.png
